,data,Subject,clip,label,onset_frame,apex_frame,offset_frame,onset_frame_path,apex_frame_path,offset_frame_path,data_sub,Estimated Emotion
138,casme2,sub05,EP02_07,2,36,67,101,casme2/sub05/EP02_07/img36.jpg,casme2/sub05/EP02_07/img67.jpg,casme2/sub05/EP02_07/img101.jpg,casme2_sub05,surprise
139,casme2,sub05,EP02_07,2,36,68,101,casme2/sub05/EP02_07/img36.jpg,casme2/sub05/EP02_07/img68.jpg,casme2/sub05/EP02_07/img101.jpg,casme2_sub05,surprise
140,casme2,sub05,EP03_01,1,41,79,101,casme2/sub05/EP03_01/img41.jpg,casme2/sub05/EP03_01/img79.jpg,casme2/sub05/EP03_01/img101.jpg,casme2_sub05,happiness
141,casme2,sub05,EP03_01,1,41,80,101,casme2/sub05/EP03_01/img41.jpg,casme2/sub05/EP03_01/img80.jpg,casme2/sub05/EP03_01/img101.jpg,casme2_sub05,happiness
142,casme2,sub05,EP03_01,1,41,82,101,casme2/sub05/EP03_01/img41.jpg,casme2/sub05/EP03_01/img82.jpg,casme2/sub05/EP03_01/img101.jpg,casme2_sub05,happiness
143,casme2,sub05,EP03_01,1,41,83,101,casme2/sub05/EP03_01/img41.jpg,casme2/sub05/EP03_01/img83.jpg,casme2/sub05/EP03_01/img101.jpg,casme2_sub05,happiness
144,casme2,sub05,EP03_06,2,33,64,83,casme2/sub05/EP03_06/img33.jpg,casme2/sub05/EP03_06/img64.jpg,casme2/sub05/EP03_06/img83.jpg,casme2_sub05,surprise
145,casme2,sub05,EP03_06,2,33,65,83,casme2/sub05/EP03_06/img33.jpg,casme2/sub05/EP03_06/img65.jpg,casme2/sub05/EP03_06/img83.jpg,casme2_sub05,surprise
146,casme2,sub05,EP03_06,2,33,67,83,casme2/sub05/EP03_06/img33.jpg,casme2/sub05/EP03_06/img67.jpg,casme2/sub05/EP03_06/img83.jpg,casme2_sub05,surprise
147,casme2,sub05,EP03_06,2,33,68,83,casme2/sub05/EP03_06/img33.jpg,casme2/sub05/EP03_06/img68.jpg,casme2/sub05/EP03_06/img83.jpg,casme2_sub05,surprise
148,casme2,sub05,EP03_07,4,41,62,83,casme2/sub05/EP03_07/img41.jpg,casme2/sub05/EP03_07/img62.jpg,casme2/sub05/EP03_07/img83.jpg,casme2_sub05,others
149,casme2,sub05,EP03_07,4,41,63,83,casme2/sub05/EP03_07/img41.jpg,casme2/sub05/EP03_07/img63.jpg,casme2/sub05/EP03_07/img83.jpg,casme2_sub05,others
150,casme2,sub05,EP03_07,4,41,65,83,casme2/sub05/EP03_07/img41.jpg,casme2/sub05/EP03_07/img65.jpg,casme2/sub05/EP03_07/img83.jpg,casme2_sub05,others
151,casme2,sub05,EP03_07,4,41,66,83,casme2/sub05/EP03_07/img41.jpg,casme2/sub05/EP03_07/img66.jpg,casme2/sub05/EP03_07/img83.jpg,casme2_sub05,others
152,casme2,sub05,EP04_05,2,16,42,66,casme2/sub05/EP04_05/img16.jpg,casme2/sub05/EP04_05/img42.jpg,casme2/sub05/EP04_05/img66.jpg,casme2_sub05,surprise
153,casme2,sub05,EP04_05,2,16,43,66,casme2/sub05/EP04_05/img16.jpg,casme2/sub05/EP04_05/img43.jpg,casme2/sub05/EP04_05/img66.jpg,casme2_sub05,surprise
154,casme2,sub05,EP04_05,2,16,45,66,casme2/sub05/EP04_05/img16.jpg,casme2/sub05/EP04_05/img45.jpg,casme2/sub05/EP04_05/img66.jpg,casme2_sub05,surprise
155,casme2,sub05,EP04_05,2,16,46,66,casme2/sub05/EP04_05/img16.jpg,casme2/sub05/EP04_05/img46.jpg,casme2/sub05/EP04_05/img66.jpg,casme2_sub05,surprise
156,casme2,sub05,EP04_06,2,6,47,91,casme2/sub05/EP04_06/img6.jpg,casme2/sub05/EP04_06/img47.jpg,casme2/sub05/EP04_06/img91.jpg,casme2_sub05,surprise
157,casme2,sub05,EP04_06,2,6,48,91,casme2/sub05/EP04_06/img6.jpg,casme2/sub05/EP04_06/img48.jpg,casme2/sub05/EP04_06/img91.jpg,casme2_sub05,surprise
158,casme2,sub05,EP04_06,2,6,50,91,casme2/sub05/EP04_06/img6.jpg,casme2/sub05/EP04_06/img50.jpg,casme2/sub05/EP04_06/img91.jpg,casme2_sub05,surprise
159,casme2,sub05,EP04_06,2,6,51,91,casme2/sub05/EP04_06/img6.jpg,casme2/sub05/EP04_06/img51.jpg,casme2/sub05/EP04_06/img91.jpg,casme2_sub05,surprise
160,casme2,sub05,EP05_03,4,51,69,141,casme2/sub05/EP05_03/img51.jpg,casme2/sub05/EP05_03/img69.jpg,casme2/sub05/EP05_03/img141.jpg,casme2_sub05,others
161,casme2,sub05,EP05_03,4,51,70,141,casme2/sub05/EP05_03/img51.jpg,casme2/sub05/EP05_03/img70.jpg,casme2/sub05/EP05_03/img141.jpg,casme2_sub05,others
162,casme2,sub05,EP05_03,4,51,72,141,casme2/sub05/EP05_03/img51.jpg,casme2/sub05/EP05_03/img72.jpg,casme2/sub05/EP05_03/img141.jpg,casme2_sub05,others
163,casme2,sub05,EP05_03,4,51,73,141,casme2/sub05/EP05_03/img51.jpg,casme2/sub05/EP05_03/img73.jpg,casme2/sub05/EP05_03/img141.jpg,casme2_sub05,others
164,casme2,sub05,EP05_09,4,49,92,136,casme2/sub05/EP05_09/img49.jpg,casme2/sub05/EP05_09/img92.jpg,casme2/sub05/EP05_09/img136.jpg,casme2_sub05,others
165,casme2,sub05,EP05_09,4,49,93,136,casme2/sub05/EP05_09/img49.jpg,casme2/sub05/EP05_09/img93.jpg,casme2/sub05/EP05_09/img136.jpg,casme2_sub05,others
166,casme2,sub05,EP05_09,4,49,95,136,casme2/sub05/EP05_09/img49.jpg,casme2/sub05/EP05_09/img95.jpg,casme2/sub05/EP05_09/img136.jpg,casme2_sub05,others
167,casme2,sub05,EP05_09,4,49,96,136,casme2/sub05/EP05_09/img49.jpg,casme2/sub05/EP05_09/img96.jpg,casme2/sub05/EP05_09/img136.jpg,casme2_sub05,others
168,casme2,sub05,EP06_10,4,85,114,136,casme2/sub05/EP06_10/img85.jpg,casme2/sub05/EP06_10/img114.jpg,casme2/sub05/EP06_10/img136.jpg,casme2_sub05,others
169,casme2,sub05,EP06_10,4,85,115,136,casme2/sub05/EP06_10/img85.jpg,casme2/sub05/EP06_10/img115.jpg,casme2/sub05/EP06_10/img136.jpg,casme2_sub05,others
170,casme2,sub05,EP06_10,4,85,117,136,casme2/sub05/EP06_10/img85.jpg,casme2/sub05/EP06_10/img117.jpg,casme2/sub05/EP06_10/img136.jpg,casme2_sub05,others
171,casme2,sub05,EP06_10,4,85,118,136,casme2/sub05/EP06_10/img85.jpg,casme2/sub05/EP06_10/img118.jpg,casme2/sub05/EP06_10/img136.jpg,casme2_sub05,others
172,casme2,sub05,EP07_01,4,49,64,106,casme2/sub05/EP07_01/img49.jpg,casme2/sub05/EP07_01/img64.jpg,casme2/sub05/EP07_01/img106.jpg,casme2_sub05,others
173,casme2,sub05,EP07_01,4,49,65,106,casme2/sub05/EP07_01/img49.jpg,casme2/sub05/EP07_01/img65.jpg,casme2/sub05/EP07_01/img106.jpg,casme2_sub05,others
174,casme2,sub05,EP07_01,4,49,67,106,casme2/sub05/EP07_01/img49.jpg,casme2/sub05/EP07_01/img67.jpg,casme2/sub05/EP07_01/img106.jpg,casme2_sub05,others
175,casme2,sub05,EP07_01,4,49,68,106,casme2/sub05/EP07_01/img49.jpg,casme2/sub05/EP07_01/img68.jpg,casme2/sub05/EP07_01/img106.jpg,casme2_sub05,others
176,casme2,sub05,EP08_05,4,6,37,71,casme2/sub05/EP08_05/img6.jpg,casme2/sub05/EP08_05/img37.jpg,casme2/sub05/EP08_05/img71.jpg,casme2_sub05,others
177,casme2,sub05,EP08_05,4,6,38,71,casme2/sub05/EP08_05/img6.jpg,casme2/sub05/EP08_05/img38.jpg,casme2/sub05/EP08_05/img71.jpg,casme2_sub05,others
178,casme2,sub05,EP08_05,4,6,40,71,casme2/sub05/EP08_05/img6.jpg,casme2/sub05/EP08_05/img40.jpg,casme2/sub05/EP08_05/img71.jpg,casme2_sub05,others
179,casme2,sub05,EP08_05,4,6,41,71,casme2/sub05/EP08_05/img6.jpg,casme2/sub05/EP08_05/img41.jpg,casme2/sub05/EP08_05/img71.jpg,casme2_sub05,others
180,casme2,sub05,EP09_05f,0,69,98,123,casme2/sub05/EP09_05f/img69.jpg,casme2/sub05/EP09_05f/img98.jpg,casme2/sub05/EP09_05f/img123.jpg,casme2_sub05,disgust
181,casme2,sub05,EP09_05f,0,69,99,123,casme2/sub05/EP09_05f/img69.jpg,casme2/sub05/EP09_05f/img99.jpg,casme2/sub05/EP09_05f/img123.jpg,casme2_sub05,disgust
182,casme2,sub05,EP09_05f,0,69,101,123,casme2/sub05/EP09_05f/img69.jpg,casme2/sub05/EP09_05f/img101.jpg,casme2/sub05/EP09_05f/img123.jpg,casme2_sub05,disgust
183,casme2,sub05,EP09_05f,0,69,102,123,casme2/sub05/EP09_05f/img69.jpg,casme2/sub05/EP09_05f/img102.jpg,casme2/sub05/EP09_05f/img123.jpg,casme2_sub05,disgust
184,casme2,sub05,EP12_03f,2,11,34,61,casme2/sub05/EP12_03f/img11.jpg,casme2/sub05/EP12_03f/img34.jpg,casme2/sub05/EP12_03f/img61.jpg,casme2_sub05,surprise
185,casme2,sub05,EP12_03f,2,11,35,61,casme2/sub05/EP12_03f/img11.jpg,casme2/sub05/EP12_03f/img35.jpg,casme2/sub05/EP12_03f/img61.jpg,casme2_sub05,surprise
186,casme2,sub05,EP12_03f,2,11,37,61,casme2/sub05/EP12_03f/img11.jpg,casme2/sub05/EP12_03f/img37.jpg,casme2/sub05/EP12_03f/img61.jpg,casme2_sub05,surprise
187,casme2,sub05,EP12_03f,2,11,38,61,casme2/sub05/EP12_03f/img11.jpg,casme2/sub05/EP12_03f/img38.jpg,casme2/sub05/EP12_03f/img61.jpg,casme2_sub05,surprise
188,casme2,sub05,EP12_06,4,46,74,121,casme2/sub05/EP12_06/img46.jpg,casme2/sub05/EP12_06/img74.jpg,casme2/sub05/EP12_06/img121.jpg,casme2_sub05,others
189,casme2,sub05,EP12_06,4,46,75,121,casme2/sub05/EP12_06/img46.jpg,casme2/sub05/EP12_06/img75.jpg,casme2/sub05/EP12_06/img121.jpg,casme2_sub05,others
190,casme2,sub05,EP12_06,4,46,77,121,casme2/sub05/EP12_06/img46.jpg,casme2/sub05/EP12_06/img77.jpg,casme2/sub05/EP12_06/img121.jpg,casme2_sub05,others
191,casme2,sub05,EP12_06,4,46,78,121,casme2/sub05/EP12_06/img46.jpg,casme2/sub05/EP12_06/img78.jpg,casme2/sub05/EP12_06/img121.jpg,casme2_sub05,others
192,casme2,sub05,EP13_04f,4,36,67,111,casme2/sub05/EP13_04f/img36.jpg,casme2/sub05/EP13_04f/img67.jpg,casme2/sub05/EP13_04f/img111.jpg,casme2_sub05,others
193,casme2,sub05,EP13_04f,4,36,68,111,casme2/sub05/EP13_04f/img36.jpg,casme2/sub05/EP13_04f/img68.jpg,casme2/sub05/EP13_04f/img111.jpg,casme2_sub05,others
194,casme2,sub05,EP13_04f,4,36,70,111,casme2/sub05/EP13_04f/img36.jpg,casme2/sub05/EP13_04f/img70.jpg,casme2/sub05/EP13_04f/img111.jpg,casme2_sub05,others
195,casme2,sub05,EP13_04f,4,36,71,111,casme2/sub05/EP13_04f/img36.jpg,casme2/sub05/EP13_04f/img71.jpg,casme2/sub05/EP13_04f/img111.jpg,casme2_sub05,others
196,casme2,sub05,EP13_06,4,16,44,76,casme2/sub05/EP13_06/img16.jpg,casme2/sub05/EP13_06/img44.jpg,casme2/sub05/EP13_06/img76.jpg,casme2_sub05,others
197,casme2,sub05,EP13_06,4,16,45,76,casme2/sub05/EP13_06/img16.jpg,casme2/sub05/EP13_06/img45.jpg,casme2/sub05/EP13_06/img76.jpg,casme2_sub05,others
198,casme2,sub05,EP13_06,4,16,47,76,casme2/sub05/EP13_06/img16.jpg,casme2/sub05/EP13_06/img47.jpg,casme2/sub05/EP13_06/img76.jpg,casme2_sub05,others
199,casme2,sub05,EP13_06,4,16,48,76,casme2/sub05/EP13_06/img16.jpg,casme2/sub05/EP13_06/img48.jpg,casme2/sub05/EP13_06/img76.jpg,casme2_sub05,others
200,casme2,sub05,EP16_03f,4,39,79,138,casme2/sub05/EP16_03f/img39.jpg,casme2/sub05/EP16_03f/img79.jpg,casme2/sub05/EP16_03f/img138.jpg,casme2_sub05,others
201,casme2,sub05,EP16_03f,4,39,80,138,casme2/sub05/EP16_03f/img39.jpg,casme2/sub05/EP16_03f/img80.jpg,casme2/sub05/EP16_03f/img138.jpg,casme2_sub05,others
202,casme2,sub05,EP16_03f,4,39,82,138,casme2/sub05/EP16_03f/img39.jpg,casme2/sub05/EP16_03f/img82.jpg,casme2/sub05/EP16_03f/img138.jpg,casme2_sub05,others
203,casme2,sub05,EP16_03f,4,39,83,138,casme2/sub05/EP16_03f/img39.jpg,casme2/sub05/EP16_03f/img83.jpg,casme2/sub05/EP16_03f/img138.jpg,casme2_sub05,others
204,casme2,sub05,EP16_04f,4,141,179,181,casme2/sub05/EP16_04f/img141.jpg,casme2/sub05/EP16_04f/img179.jpg,casme2/sub05/EP16_04f/img181.jpg,casme2_sub05,others
205,casme2,sub05,EP16_04f,4,141,180,181,casme2/sub05/EP16_04f/img141.jpg,casme2/sub05/EP16_04f/img180.jpg,casme2/sub05/EP16_04f/img181.jpg,casme2_sub05,others
206,casme2,sub05,EP19_03,4,6,27,58,casme2/sub05/EP19_03/img6.jpg,casme2/sub05/EP19_03/img27.jpg,casme2/sub05/EP19_03/img58.jpg,casme2_sub05,others
207,casme2,sub05,EP19_03,4,6,28,58,casme2/sub05/EP19_03/img6.jpg,casme2/sub05/EP19_03/img28.jpg,casme2/sub05/EP19_03/img58.jpg,casme2_sub05,others
208,casme2,sub05,EP19_03,4,6,30,58,casme2/sub05/EP19_03/img6.jpg,casme2/sub05/EP19_03/img30.jpg,casme2/sub05/EP19_03/img58.jpg,casme2_sub05,others
209,casme2,sub05,EP19_03,4,6,31,58,casme2/sub05/EP19_03/img6.jpg,casme2/sub05/EP19_03/img31.jpg,casme2/sub05/EP19_03/img58.jpg,casme2_sub05,others
210,casme2,sub06,EP01_01,1,81,109,136,casme2/sub06/EP01_01/img81.jpg,casme2/sub06/EP01_01/img109.jpg,casme2/sub06/EP01_01/img136.jpg,casme2_sub06,happiness
211,casme2,sub06,EP01_01,1,81,110,136,casme2/sub06/EP01_01/img81.jpg,casme2/sub06/EP01_01/img110.jpg,casme2/sub06/EP01_01/img136.jpg,casme2_sub06,happiness
212,casme2,sub06,EP01_01,1,81,112,136,casme2/sub06/EP01_01/img81.jpg,casme2/sub06/EP01_01/img112.jpg,casme2/sub06/EP01_01/img136.jpg,casme2_sub06,happiness
213,casme2,sub06,EP01_01,1,81,113,136,casme2/sub06/EP01_01/img81.jpg,casme2/sub06/EP01_01/img113.jpg,casme2/sub06/EP01_01/img136.jpg,casme2_sub06,happiness
214,casme2,sub06,EP02_31,2,99,129,148,casme2/sub06/EP02_31/img99.jpg,casme2/sub06/EP02_31/img129.jpg,casme2/sub06/EP02_31/img148.jpg,casme2_sub06,surprise
215,casme2,sub06,EP02_31,2,99,130,148,casme2/sub06/EP02_31/img99.jpg,casme2/sub06/EP02_31/img130.jpg,casme2/sub06/EP02_31/img148.jpg,casme2_sub06,surprise
216,casme2,sub06,EP02_31,2,99,132,148,casme2/sub06/EP02_31/img99.jpg,casme2/sub06/EP02_31/img132.jpg,casme2/sub06/EP02_31/img148.jpg,casme2_sub06,surprise
217,casme2,sub06,EP02_31,2,99,133,148,casme2/sub06/EP02_31/img99.jpg,casme2/sub06/EP02_31/img133.jpg,casme2/sub06/EP02_31/img148.jpg,casme2_sub06,surprise
218,casme2,sub06,EP10_08,4,116,137,161,casme2/sub06/EP10_08/img116.jpg,casme2/sub06/EP10_08/img137.jpg,casme2/sub06/EP10_08/img161.jpg,casme2_sub06,others
219,casme2,sub06,EP10_08,4,116,138,161,casme2/sub06/EP10_08/img116.jpg,casme2/sub06/EP10_08/img138.jpg,casme2/sub06/EP10_08/img161.jpg,casme2_sub06,others
220,casme2,sub06,EP10_08,4,116,140,161,casme2/sub06/EP10_08/img116.jpg,casme2/sub06/EP10_08/img140.jpg,casme2/sub06/EP10_08/img161.jpg,casme2_sub06,others
221,casme2,sub06,EP10_08,4,116,141,161,casme2/sub06/EP10_08/img116.jpg,casme2/sub06/EP10_08/img141.jpg,casme2/sub06/EP10_08/img161.jpg,casme2_sub06,others
222,casme2,sub06,EP15_02,2,56,77,106,casme2/sub06/EP15_02/img56.jpg,casme2/sub06/EP15_02/img77.jpg,casme2/sub06/EP15_02/img106.jpg,casme2_sub06,surprise
223,casme2,sub06,EP15_02,2,56,78,106,casme2/sub06/EP15_02/img56.jpg,casme2/sub06/EP15_02/img78.jpg,casme2/sub06/EP15_02/img106.jpg,casme2_sub06,surprise
224,casme2,sub06,EP15_02,2,56,80,106,casme2/sub06/EP15_02/img56.jpg,casme2/sub06/EP15_02/img80.jpg,casme2/sub06/EP15_02/img106.jpg,casme2_sub06,surprise
225,casme2,sub06,EP15_02,2,56,81,106,casme2/sub06/EP15_02/img56.jpg,casme2/sub06/EP15_02/img81.jpg,casme2/sub06/EP15_02/img106.jpg,casme2_sub06,surprise
226,casme2,sub06,EP16_05,0,94,112,151,casme2/sub06/EP16_05/img94.jpg,casme2/sub06/EP16_05/img112.jpg,casme2/sub06/EP16_05/img151.jpg,casme2_sub06,disgust
227,casme2,sub06,EP16_05,0,94,113,151,casme2/sub06/EP16_05/img94.jpg,casme2/sub06/EP16_05/img113.jpg,casme2/sub06/EP16_05/img151.jpg,casme2_sub06,disgust
228,casme2,sub06,EP16_05,0,94,115,151,casme2/sub06/EP16_05/img94.jpg,casme2/sub06/EP16_05/img115.jpg,casme2/sub06/EP16_05/img151.jpg,casme2_sub06,disgust
229,casme2,sub06,EP16_05,0,94,116,151,casme2/sub06/EP16_05/img94.jpg,casme2/sub06/EP16_05/img116.jpg,casme2/sub06/EP16_05/img151.jpg,casme2_sub06,disgust
230,casme2,sub07,EP01_01,0,79,107,156,casme2/sub07/EP01_01/img79.jpg,casme2/sub07/EP01_01/img107.jpg,casme2/sub07/EP01_01/img156.jpg,casme2_sub07,disgust
231,casme2,sub07,EP01_01,0,79,108,156,casme2/sub07/EP01_01/img79.jpg,casme2/sub07/EP01_01/img108.jpg,casme2/sub07/EP01_01/img156.jpg,casme2_sub07,disgust
232,casme2,sub07,EP01_01,0,79,110,156,casme2/sub07/EP01_01/img79.jpg,casme2/sub07/EP01_01/img110.jpg,casme2/sub07/EP01_01/img156.jpg,casme2_sub07,disgust
233,casme2,sub07,EP01_01,0,79,111,156,casme2/sub07/EP01_01/img79.jpg,casme2/sub07/EP01_01/img111.jpg,casme2/sub07/EP01_01/img156.jpg,casme2_sub07,disgust
234,casme2,sub07,EP03_04,4,11,47,76,casme2/sub07/EP03_04/img11.jpg,casme2/sub07/EP03_04/img47.jpg,casme2/sub07/EP03_04/img76.jpg,casme2_sub07,others
235,casme2,sub07,EP03_04,4,11,48,76,casme2/sub07/EP03_04/img11.jpg,casme2/sub07/EP03_04/img48.jpg,casme2/sub07/EP03_04/img76.jpg,casme2_sub07,others
236,casme2,sub07,EP03_04,4,11,50,76,casme2/sub07/EP03_04/img11.jpg,casme2/sub07/EP03_04/img50.jpg,casme2/sub07/EP03_04/img76.jpg,casme2_sub07,others
237,casme2,sub07,EP03_04,4,11,51,76,casme2/sub07/EP03_04/img11.jpg,casme2/sub07/EP03_04/img51.jpg,casme2/sub07/EP03_04/img76.jpg,casme2_sub07,others
238,casme2,sub07,EP06_01,4,15,47,68,casme2/sub07/EP06_01/img15.jpg,casme2/sub07/EP06_01/img47.jpg,casme2/sub07/EP06_01/img68.jpg,casme2_sub07,others
239,casme2,sub07,EP06_01,4,15,48,68,casme2/sub07/EP06_01/img15.jpg,casme2/sub07/EP06_01/img48.jpg,casme2/sub07/EP06_01/img68.jpg,casme2_sub07,others
240,casme2,sub07,EP06_01,4,15,50,68,casme2/sub07/EP06_01/img15.jpg,casme2/sub07/EP06_01/img50.jpg,casme2/sub07/EP06_01/img68.jpg,casme2_sub07,others
241,casme2,sub07,EP06_01,4,15,51,68,casme2/sub07/EP06_01/img15.jpg,casme2/sub07/EP06_01/img51.jpg,casme2/sub07/EP06_01/img68.jpg,casme2_sub07,others
242,casme2,sub07,EP06_02_01,0,11,64,91,casme2/sub07/EP06_02_01/img11.jpg,casme2/sub07/EP06_02_01/img64.jpg,casme2/sub07/EP06_02_01/img91.jpg,casme2_sub07,disgust
243,casme2,sub07,EP06_02_01,0,11,65,91,casme2/sub07/EP06_02_01/img11.jpg,casme2/sub07/EP06_02_01/img65.jpg,casme2/sub07/EP06_02_01/img91.jpg,casme2_sub07,disgust
244,casme2,sub07,EP06_02_01,0,11,67,91,casme2/sub07/EP06_02_01/img11.jpg,casme2/sub07/EP06_02_01/img67.jpg,casme2/sub07/EP06_02_01/img91.jpg,casme2_sub07,disgust
245,casme2,sub07,EP06_02_01,0,11,68,91,casme2/sub07/EP06_02_01/img11.jpg,casme2/sub07/EP06_02_01/img68.jpg,casme2/sub07/EP06_02_01/img91.jpg,casme2_sub07,disgust
246,casme2,sub07,EP06_02_02,0,36,79,91,casme2/sub07/EP06_02_02/img36.jpg,casme2/sub07/EP06_02_02/img79.jpg,casme2/sub07/EP06_02_02/img91.jpg,casme2_sub07,disgust
247,casme2,sub07,EP06_02_02,0,36,80,91,casme2/sub07/EP06_02_02/img36.jpg,casme2/sub07/EP06_02_02/img80.jpg,casme2/sub07/EP06_02_02/img91.jpg,casme2_sub07,disgust
248,casme2,sub07,EP06_02_02,0,36,82,91,casme2/sub07/EP06_02_02/img36.jpg,casme2/sub07/EP06_02_02/img82.jpg,casme2/sub07/EP06_02_02/img91.jpg,casme2_sub07,disgust
249,casme2,sub07,EP06_02_02,0,36,83,91,casme2/sub07/EP06_02_02/img36.jpg,casme2/sub07/EP06_02_02/img83.jpg,casme2/sub07/EP06_02_02/img91.jpg,casme2_sub07,disgust
250,casme2,sub07,EP08_02,0,141,172,191,casme2/sub07/EP08_02/img141.jpg,casme2/sub07/EP08_02/img172.jpg,casme2/sub07/EP08_02/img191.jpg,casme2_sub07,disgust
251,casme2,sub07,EP08_02,0,141,173,191,casme2/sub07/EP08_02/img141.jpg,casme2/sub07/EP08_02/img173.jpg,casme2/sub07/EP08_02/img191.jpg,casme2_sub07,disgust
252,casme2,sub07,EP08_02,0,141,175,191,casme2/sub07/EP08_02/img141.jpg,casme2/sub07/EP08_02/img175.jpg,casme2/sub07/EP08_02/img191.jpg,casme2_sub07,disgust
253,casme2,sub07,EP08_02,0,141,176,191,casme2/sub07/EP08_02/img141.jpg,casme2/sub07/EP08_02/img176.jpg,casme2/sub07/EP08_02/img191.jpg,casme2_sub07,disgust
254,casme2,sub07,EP15_01,0,36,62,91,casme2/sub07/EP15_01/img36.jpg,casme2/sub07/EP15_01/img62.jpg,casme2/sub07/EP15_01/img91.jpg,casme2_sub07,disgust
255,casme2,sub07,EP15_01,0,36,63,91,casme2/sub07/EP15_01/img36.jpg,casme2/sub07/EP15_01/img63.jpg,casme2/sub07/EP15_01/img91.jpg,casme2_sub07,disgust
256,casme2,sub07,EP15_01,0,36,65,91,casme2/sub07/EP15_01/img36.jpg,casme2/sub07/EP15_01/img65.jpg,casme2/sub07/EP15_01/img91.jpg,casme2_sub07,disgust
257,casme2,sub07,EP15_01,0,36,66,91,casme2/sub07/EP15_01/img36.jpg,casme2/sub07/EP15_01/img66.jpg,casme2/sub07/EP15_01/img91.jpg,casme2_sub07,disgust
258,casme2,sub07,EP18_01,4,6,22,51,casme2/sub07/EP18_01/img6.jpg,casme2/sub07/EP18_01/img22.jpg,casme2/sub07/EP18_01/img51.jpg,casme2_sub07,others
259,casme2,sub07,EP18_01,4,6,23,51,casme2/sub07/EP18_01/img6.jpg,casme2/sub07/EP18_01/img23.jpg,casme2/sub07/EP18_01/img51.jpg,casme2_sub07,others
260,casme2,sub07,EP18_01,4,6,25,51,casme2/sub07/EP18_01/img6.jpg,casme2/sub07/EP18_01/img25.jpg,casme2/sub07/EP18_01/img51.jpg,casme2_sub07,others
261,casme2,sub07,EP18_01,4,6,26,51,casme2/sub07/EP18_01/img6.jpg,casme2/sub07/EP18_01/img26.jpg,casme2/sub07/EP18_01/img51.jpg,casme2_sub07,others
262,casme2,sub07,EP18_03,4,11,52,96,casme2/sub07/EP18_03/img11.jpg,casme2/sub07/EP18_03/img52.jpg,casme2/sub07/EP18_03/img96.jpg,casme2_sub07,others
263,casme2,sub07,EP18_03,4,11,53,96,casme2/sub07/EP18_03/img11.jpg,casme2/sub07/EP18_03/img53.jpg,casme2/sub07/EP18_03/img96.jpg,casme2_sub07,others
264,casme2,sub07,EP18_03,4,11,55,96,casme2/sub07/EP18_03/img11.jpg,casme2/sub07/EP18_03/img55.jpg,casme2/sub07/EP18_03/img96.jpg,casme2_sub07,others
265,casme2,sub07,EP18_03,4,11,56,96,casme2/sub07/EP18_03/img11.jpg,casme2/sub07/EP18_03/img56.jpg,casme2/sub07/EP18_03/img96.jpg,casme2_sub07,others
266,casme2,sub08,EP12_07f,4,26,72,118,casme2/sub08/EP12_07f/img26.jpg,casme2/sub08/EP12_07f/img72.jpg,casme2/sub08/EP12_07f/img118.jpg,casme2_sub08,others
267,casme2,sub08,EP12_07f,4,26,73,118,casme2/sub08/EP12_07f/img26.jpg,casme2/sub08/EP12_07f/img73.jpg,casme2/sub08/EP12_07f/img118.jpg,casme2_sub08,others
268,casme2,sub08,EP12_07f,4,26,75,118,casme2/sub08/EP12_07f/img26.jpg,casme2/sub08/EP12_07f/img75.jpg,casme2/sub08/EP12_07f/img118.jpg,casme2_sub08,others
269,casme2,sub08,EP12_07f,4,26,76,118,casme2/sub08/EP12_07f/img26.jpg,casme2/sub08/EP12_07f/img76.jpg,casme2/sub08/EP12_07f/img118.jpg,casme2_sub08,others
270,casme2,sub08,EP12_08f,4,71,104,170,casme2/sub08/EP12_08f/img71.jpg,casme2/sub08/EP12_08f/img104.jpg,casme2/sub08/EP12_08f/img170.jpg,casme2_sub08,others
271,casme2,sub08,EP12_08f,4,71,105,170,casme2/sub08/EP12_08f/img71.jpg,casme2/sub08/EP12_08f/img105.jpg,casme2/sub08/EP12_08f/img170.jpg,casme2_sub08,others
272,casme2,sub08,EP12_08f,4,71,107,170,casme2/sub08/EP12_08f/img71.jpg,casme2/sub08/EP12_08f/img107.jpg,casme2/sub08/EP12_08f/img170.jpg,casme2_sub08,others
273,casme2,sub08,EP12_08f,4,71,108,170,casme2/sub08/EP12_08f/img71.jpg,casme2/sub08/EP12_08f/img108.jpg,casme2/sub08/EP12_08f/img170.jpg,casme2_sub08,others
274,casme2,sub08,EP13_01f,3,49,84,126,casme2/sub08/EP13_01f/img49.jpg,casme2/sub08/EP13_01f/img84.jpg,casme2/sub08/EP13_01f/img126.jpg,casme2_sub08,repression
275,casme2,sub08,EP13_01f,3,49,85,126,casme2/sub08/EP13_01f/img49.jpg,casme2/sub08/EP13_01f/img85.jpg,casme2/sub08/EP13_01f/img126.jpg,casme2_sub08,repression
276,casme2,sub08,EP13_01f,3,49,87,126,casme2/sub08/EP13_01f/img49.jpg,casme2/sub08/EP13_01f/img87.jpg,casme2/sub08/EP13_01f/img126.jpg,casme2_sub08,repression
277,casme2,sub08,EP13_01f,3,49,88,126,casme2/sub08/EP13_01f/img49.jpg,casme2/sub08/EP13_01f/img88.jpg,casme2/sub08/EP13_01f/img126.jpg,casme2_sub08,repression
